Pavarde Vardas  ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egzaminas
Giedraitis Dominykas 6 3 2 8 9 10 5 4 5 8 9
Šimkus Dominykas 8 2 6 3 1 8 9 8 2 9 8
Mikalauskas Adomas 4 10 9 7 8 7 2 3 6 3 6
Sadauskas Martynas 8 9 2 6 7 1 10 8 1 5 7
Giedraitis Tomas 2 3 1 3 7 10 2 2 8 7 3
Jankauskas Adomas 10 2 10 7 9 8 10 9 7 6 7
Noreika Dominykas 10 7 5 4 3 8 8 3 9 9 2
Paulauskas Paulius 5 3 7 6 10 9 5 5 1 8 3
Sadauskas Rokas 6 7 8 5 2 6 10 8 8 7 2
Kavaliauskas Nojus 8 6 7 1 10 2 9 3 9 3 7
Pocius Deividas 7 8 8 1 8 5 6 3 4 1 8
Noreika Lukas 7 8 9 5 3 6 8 8 5 3 3
Grigaitis Titas 7 2 5 10 5 4 1 2 1 6 2
Noreika Ignas 4 8 5 10 2 3 2 1 6 4 7
Vasiliauskas Paulius 3 6 5 1 6 6 1 3 5 2 1
Pocius Tomas 2 1 2 5 7 8 7 3 6 2 4
?epas Jonas 1 10 9 4 9 5 7 6 9 3 1
Kairys Deividas 7 10 6 10 2 8 4 4 5 3 6
?epas Kajus 3 10 7 4 7 9 10 7 7 2 9
?epas Jonas 9 2 4 9 4 10 5 9 2 7 1
Kavaliauskas Vilius 2 3 7 10 5 2 10 1 3 9 5
Pocius Laurynas 8 4 3 2 5 2 8 6 3 4 5
ukauskas Paulius 1 6 6 5 3 7 1 5 6 4 2
Kazlauskas Tomas 5 4 10 8 4 3 1 4 7 9 10
Stankevi?ius Benas 9 1 6 8 6 7 9 5 7 6 2
Pocius Dominykas 7 4 6 3 2 1 8 10 3 10 8
Grigaitis Dominykas 3 4 8 3 10 6 1 2 9 5 5
?epas Ignas 3 10 4 10 1 5 8 3 4 8 3
Vasiliauskas Nojus 9 5 4 5 4 8 4 8 8 5 2
Maeika Dominykas 4 3 5 5 8 9 3 3 1 4 9
Maeika Titas 2 4 2 4 5 4 10 10 2 3 9
Vasiliauskas Titas 6 1 2 3 5 7 8 4 7 5 7
Kairys Deividas 2 4 6 9 7 5 4 6 3 2 3
Valantinas Adomas 1 2 9 2 7 6 4 10 3 10 3
Maeika Rokas 2 2 2 7 1 9 3 9 10 1 9
Valantinas Mantas 3 4 3 10 1 1 2 1 10 10 4
Kavaliauskas Dominykas 5 7 6 3 2 6 5 10 10 2 5
Kavaliauskas Tomas 2 2 1 6 1 6 4 6 10 1 6
Vasiliauskas Nojus 9 3 5 4 4 6 7 8 9 7 10
Noreika Kajus 7 9 8 7 10 9 10 7 3 9 8
Sadauskas Paulius 7 9 6 7 4 10 4 9 2 6 7
Maeika Tomas 6 5 5 1 2 5 9 8 9 7 9
Sadauskas Mantas 10 10 3 9 1 6 5 6 4 10 7
Petrauskas Deividas 10 10 6 5 10 7 3 9 2 5 4
Kairys Vilius 2 2 1 5 4 5 1 10 8 5 10
Noreika Deividas 1 4 9 6 9 2 7 3 7 10 5
Mikalauskas Arnas 1 7 6 10 1 7 6 7 3 6 6
Sadauskas Kajus 1 6 6 3 5 6 10 8 5 6 10
Noreika Kajus 5 6 9 5 5 10 10 3 10 7 6
Noreika Adomas 6 5 3 8 9 6 6 10 2 10 8
?epas Dominykas 9 8 5 6 8 2 9 2 7 1 7
Kazlauskas Arnas 6 4 5 1 7 7 1 4 10 2 9
Paulauskas Dovydas 8 9 3 1 2 10 7 7 2 2 9
Grigaitis Titas 6 9 5 7 2 2 1 8 6 5 4
Kavaliauskas Nojus 7 9 8 5 10 1 4 3 4 10 7
Vasiliauskas Vilius 6 8 3 4 10 7 8 2 8 1 8
Maeika Andrius 1 6 2 10 1 10 7 9 8 2 10
Kazlauskas Benas 2 6 2 5 3 1 2 6 9 3 3
Bacevi?ius Vilius 9 2 8 3 7 8 7 10 5 10 7
Sadauskas Titas 3 4 5 3 3 7 2 1 5 8 8
Mikalauskas Jonas 8 7 1 5 8 9 6 6 5 9 10
Bacevi?ius Titas 7 3 8 1 6 4 2 7 8 6 2
Giedraitis Vilius 1 1 2 4 3 4 5 9 1 3 1
Giedraitis Kajus 8 2 9 9 10 3 8 2 5 4 8
Stankevi?ius Dovydas 8 1 4 3 8 3 9 1 6 7 9
Giedraitis Rokas 1 4 6 3 10 6 3 3 1 6 10
?epas Paulius 4 4 5 10 2 7 2 10 9 5 5
Kavaliauskas Lukas 6 8 5 4 7 1 10 8 5 5 10
Valantinas Lukas 9 2 8 6 1 3 6 5 3 4 8
Kavaliauskas Titas 2 3 8 5 2 2 9 8 2 4 9
Sadauskas Jonas 9 8 7 6 8 1 1 1 6 4 1
Sadauskas Benas 3 7 7 2 4 2 8 7 6 1 6
Sadauskas Laurynas 3 9 5 9 10 1 4 3 2 4 9
Maeika Kajus 8 3 6 7 6 1 3 1 7 3 1
Jankauskas Benas 6 10 10 5 8 7 8 6 3 1 3
Noreika Ignas 5 1 3 1 2 7 7 4 8 6 5
Giedraitis Dovydas 3 4 2 6 5 2 4 8 1 2 9
?epas Benas 7 9 4 3 8 8 1 4 7 7 3
Kazlauskas Jonas 3 2 8 2 5 7 5 2 7 1 2
Stankevi?ius Dovydas 10 8 9 10 1 2 10 6 1 9 10
Sadauskas Nojus 1 9 9 4 4 6 10 1 4 10 4
Kavaliauskas Dominykas 1 5 3 7 5 4 1 8 8 5 7
Noreika Titas 5 10 3 4 8 8 6 1 3 3 1
Mikalauskas Benas 1 7 5 5 5 4 9 1 8 7 9
Giedraitis Laurynas 7 5 7 4 1 4 4 10 4 5 8
Kairys Kajus 1 7 6 3 2 6 6 7 7 4 6
Grigaitis Mantas 1 7 9 5 5 3 1 3 3 3 4
Mikalauskas Dominykas 4 3 3 5 8 8 8 2 2 7 8
ukauskas Lukas 10 9 10 7 7 4 10 2 7 5 10
Giedraitis Andrius 2 5 1 5 2 9 6 10 4 2 2
Stankevi?ius Ignas 4 2 1 4 8 9 10 2 2 7 3
Šimkus Titas 3 1 1 4 5 3 5 6 1 7 6
Sadauskas Dovydas 1 6 8 9 9 1 1 5 10 3 5
Maeika Laurynas 4 8 10 4 5 6 10 1 10 4 9
Kazlauskas Deividas 2 1 2 2 4 3 2 8 3 8 9
Noreika Arnas 6 4 2 9 3 1 5 8 2 9 4
Stankevi?ius Ignas 7 3 10 8 10 2 2 10 4 1 4
Stankevi?ius Titas 5 7 3 8 6 5 3 6 4 5 4
Petrauskas Andrius 5 7 9 5 8 8 7 9 2 6 1
Petrauskas Rokas 7 6 3 1 10 4 8 10 6 2 6
Giedraitis Dominykas 1 8 7 3 3 10 2 1 5 1 1
Šimkus Ignas 3 1 7 6 6 3 10 1 6 1 8
Giedraitis Arnas 7 4 9 4 6 1 8 6 5 1 4
Kavaliauskas Mantas 7 7 1 1 8 5 10 6 5 9 8
Kazlauskas Titas 5 4 7 3 10 3 7 10 1 10 8
Sadauskas Adomas 10 1 1 10 9 8 8 2 8 9 8
Mikalauskas Dominykas 1 7 10 8 9 9 5 8 2 9 1
ukauskas Laurynas 1 9 7 6 6 5 1 10 7 7 5
ukauskas Vilius 3 9 7 5 9 4 8 6 7 7 7
Mikalauskas Mantas 2 6 2 4 10 4 1 9 6 5 3
ukauskas Benas 4 2 8 4 1 4 2 3 10 1 10
ukauskas Titas 1 6 5 7 10 4 3 2 6 5 10
Jankauskas Paulius 2 2 8 7 4 7 3 4 5 2 1
Noreika Andrius 6 2 3 6 9 9 5 6 2 2 5
Stankevi?ius Vilius 5 1 3 9 8 3 2 1 1 10 5
Grigaitis Benas 5 2 4 6 1 1 9 5 2 10 9
ukauskas Lukas 4 1 6 8 1 8 9 7 4 8 1
Paulauskas Adomas 1 5 10 2 5 7 7 2 8 8 3
Sadauskas Rokas 4 8 3 7 5 3 8 8 9 2 3
Bacevi?ius Rokas 1 1 1 3 7 6 7 10 4 5 10
Giedraitis Adomas 8 1 4 2 5 5 10 8 4 1 10
Pocius Arnas 2 4 10 10 4 2 1 4 9 7 4
Kazlauskas Deividas 9 6 10 9 5 3 10 10 2 9 2
Grigaitis Deividas 5 5 7 6 4 7 9 6 6 6 5
Pocius Ignas 1 8 2 1 6 5 2 6 1 4 5
Maeika Benas 9 2 10 2 1 4 2 6 5 6 8
Paulauskas Benas 6 3 7 10 1 10 3 9 3 9 8
Vasiliauskas Andrius 8 5 7 8 2 5 6 6 4 9 9
?epas Titas 9 5 8 7 2 1 4 3 6 3 7
Petrauskas Vilius 5 7 9 7 8 8 1 1 1 8 8
Pocius Titas 3 6 8 1 10 4 9 8 10 6 3
Pocius Tomas 7 2 3 4 8 9 9 7 8 1 5
Giedraitis Mantas 1 9 3 2 2 7 5 8 4 3 8
Giedraitis Ignas 1 4 9 6 4 3 1 9 3 5 2
Giedraitis Lukas 9 8 10 3 2 6 6 10 6 2 9
Noreika Jonas 4 4 4 5 4 1 1 10 10 5 9
Paulauskas Dovydas 9 2 7 3 8 6 9 6 8 2 2
Noreika Kajus 7 7 4 1 5 5 7 3 9 3 7
Jankauskas Nojus 3 7 5 2 5 5 6 1 10 10 6
Mikalauskas Andrius 5 8 8 10 9 7 2 7 1 10 2
Grigaitis Andrius 10 8 8 6 8 3 5 1 7 3 2
Kavaliauskas Mantas 6 3 6 5 6 8 7 2 10 9 10
Vasiliauskas Dovydas 7 2 2 9 4 10 6 5 4 1 6
Kazlauskas Ignas 7 2 9 5 1 7 8 3 5 4 9
Vasiliauskas Martynas 10 2 5 3 3 3 10 6 9 9 10
Kavaliauskas Deividas 1 3 5 8 9 6 3 3 2 3 7
Noreika Andrius 2 4 9 9 5 9 9 7 8 5 7
Sadauskas Adomas 9 4 3 1 6 2 9 3 2 2 2
Maeika Jonas 2 8 10 9 4 5 4 1 7 3 5
Sadauskas Arnas 4 6 10 3 7 9 8 9 6 5 5
Paulauskas Dovydas 3 10 10 10 5 9 9 1 4 5 4
Valantinas Lukas 5 4 2 1 8 2 8 7 3 9 4
Kazlauskas Dovydas 9 5 9 3 1 2 8 10 4 9 6
?epas Deividas 8 5 3 10 9 9 7 5 3 7 5
Kairys Nojus 4 2 6 6 1 8 7 2 3 8 5
Kavaliauskas Vilius 2 5 7 9 9 5 1 3 5 3 9
Vasiliauskas Titas 2 4 7 5 10 9 3 1 5 4 3
Giedraitis Rokas 7 4 9 9 4 2 6 6 7 5 5
Mikalauskas Ignas 8 6 7 9 1 2 5 10 5 8 7
Šimkus Deividas 1 10 6 7 8 2 5 8 2 8 5
Mikalauskas Lukas 9 1 4 7 9 5 2 3 3 6 9
Pocius Titas 2 3 8 10 3 3 10 7 7 6 9
ukauskas Adomas 9 6 9 2 10 3 3 3 1 1 1
Grigaitis Dovydas 4 4 6 6 10 7 3 9 8 9 10
Valantinas Lukas 9 7 10 9 1 2 5 5 7 10 3
Pocius Titas 4 3 2 5 6 9 9 8 4 1 9
Sadauskas Dominykas 6 9 5 9 10 6 9 5 1 7 5
Petrauskas Lukas 10 7 2 1 6 5 9 5 10 2 7
Pocius Mantas 6 6 3 10 9 4 6 6 8 1 9
Maeika Dominykas 5 3 7 1 9 1 1 5 6 2 6
Jankauskas Vilius 3 9 3 7 1 4 8 3 6 5 3
Grigaitis Deividas 6 10 4 6 1 3 7 5 10 9 8
Giedraitis Jonas 9 2 2 6 2 4 8 10 9 2 7
Vasiliauskas Tomas 7 1 4 9 2 6 3 6 2 10 2
Petrauskas Andrius 8 7 6 1 9 7 4 4 4 10 5
Vasiliauskas Lukas 2 3 10 10 1 1 9 8 4 8 1
ukauskas Vilius 2 4 2 4 8 8 8 9 4 2 6
Valantinas Tomas 5 3 3 2 8 3 10 7 3 10 2
Jankauskas Arnas 2 9 7 8 3 6 7 7 10 4 8
Giedraitis Titas 1 3 4 3 3 5 3 9 2 7 8
Stankevi?ius Dominykas 10 3 2 9 4 6 1 4 5 5 1
Kairys Deividas 7 4 9 5 6 3 3 4 3 3 4
Bacevi?ius Dovydas 3 7 7 9 4 5 5 1 3 6 5
Jankauskas Mantas 3 3 5 5 9 9 2 10 4 7 1
Šimkus Kajus 6 4 4 8 3 7 2 9 6 6 7
Mikalauskas Titas 5 7 4 1 9 1 4 7 9 6 4
Paulauskas Rokas 5 5 1 6 2 9 4 7 3 5 6
Mikalauskas Laurynas 2 8 10 8 5 7 6 5 9 7 9
Grigaitis Lukas 5 1 10 6 9 3 5 7 4 3 7
Kazlauskas Jonas 5 6 8 6 2 6 6 1 6 2 5
Grigaitis Andrius 7 10 1 8 1 4 6 1 8 3 7
?epas Kajus 1 1 10 9 4 3 2 8 3 2 10
Vasiliauskas Dominykas 1 8 8 1 2 10 5 4 9 4 4
Kazlauskas Kajus 6 1 5 2 2 2 3 2 8 3 4
Grigaitis Vilius 9 6 5 6 9 8 10 8 8 5 8
Pocius Tomas 9 8 9 2 2 3 3 2 2 7 3
?epas Rokas 1 2 10 6 5 9 2 1 4 8 3
Pocius Rokas 4 9 6 4 8 1 6 6 6 1 10
Pocius Arnas 7 1 8 6 7 1 3 4 6 4 7
Valantinas Vilius 8 2 5 5 1 9 6 7 2 6 4
Šimkus Nojus 6 7 9 4 4 1 5 6 6 5 3
?epas Rokas 10 4 1 5 5 6 9 8 1 6 5
Grigaitis Vilius 10 4 10 8 4 4 4 2 7 7 9
Kavaliauskas Kajus 7 4 6 3 10 3 2 2 6 4 1
Kazlauskas Martynas 1 3 3 2 6 2 5 3 9 1 5
Kairys Andrius 4 10 10 1 8 10 6 1 2 6 8
Šimkus Lukas 7 10 7 9 5 8 5 6 1 8 2
ukauskas Martynas 9 6 6 3 1 8 1 4 2 9 1
Kavaliauskas Vilius 1 4 6 2 4 4 6 7 4 5 5
Maeika Deividas 5 1 2 7 7 1 4 5 2 1 2
Jankauskas Ignas 7 2 3 5 7 7 2 6 10 5 4
Šimkus Kajus 10 9 8 2 7 2 8 5 10 6 7
Grigaitis Kajus 5 2 2 3 8 10 4 7 6 6 10
Maeika Kajus 4 4 1 3 3 3 8 10 9 9 1
Kairys Rokas 8 7 1 9 1 8 4 7 4 4 1
Mikalauskas Deividas 4 4 5 8 2 7 4 7 3 3 8
Mikalauskas Deividas 9 3 2 8 10 1 4 5 2 9 8
?epas Laurynas 4 9 10 1 9 3 3 8 2 2 1
?epas Paulius 7 6 5 2 3 6 6 5 8 6 6
Kairys Arnas 9 6 3 2 4 4 6 3 6 9 9
Šimkus Dominykas 9 3 3 6 5 3 5 9 7 7 9
Šimkus Mantas 7 2 9 10 5 7 7 6 6 10 2
ukauskas Jonas 6 7 5 8 6 9 10 2 8 6 8
?epas Dovydas 10 1 8 9 2 6 5 8 1 4 1
Kazlauskas Rokas 7 9 2 9 2 10 6 1 4 10 1
Paulauskas Martynas 9 1 2 3 8 1 7 4 6 5 7
Valantinas Tomas 3 1 4 10 6 6 9 6 9 5 5
Grigaitis Laurynas 8 7 6 6 6 7 8 3 6 1 7
Valantinas Mantas 8 6 9 2 5 6 9 8 1 1 6
Jankauskas Tomas 2 3 9 9 5 1 8 9 7 10 10
?epas Mantas 5 3 10 2 3 2 1 7 5 4 6
Petrauskas Dominykas 10 10 8 3 2 1 6 5 1 9 4
ukauskas Arnas 8 1 9 1 9 8 10 8 9 9 4
Jankauskas Rokas 6 5 7 10 8 3 8 5 4 2 3
Grigaitis Benas 5 1 7 7 10 2 8 5 9 8 3
Maeika Nojus 9 8 10 7 7 10 8 7 1 4 9
Kairys Deividas 7 10 5 2 3 5 5 1 4 9 9
Petrauskas Ignas 6 9 1 5 2 4 3 6 9 4 6
?epas Adomas 4 4 6 2 10 2 7 5 10 10 3
Mikalauskas Adomas 10 9 3 2 9 6 6 5 9 9 5
Noreika Nojus 8 10 4 10 6 10 4 6 2 10 7
Šimkus Dominykas 8 6 10 8 5 4 9 10 8 8 10
Maeika Dovydas 4 3 4 7 6 3 5 6 3 4 8
Vasiliauskas Benas 7 1 8 4 8 5 7 5 5 9 10
?epas Vilius 10 5 4 6 8 5 7 1 7 5 1
Šimkus Lukas 1 6 9 5 9 4 4 7 9 9 5
Noreika Benas 6 10 4 4 7 5 4 3 3 7 6
Paulauskas Ignas 1 7 8 4 9 1 4 2 8 6 9
Kavaliauskas Dominykas 4 5 10 10 8 2 4 9 5 10 5
Stankevi?ius Rokas 8 5 2 1 4 7 6 6 8 2 4
Stankevi?ius Deividas 4 1 5 10 2 4 3 7 10 4 9
Grigaitis Martynas 8 4 2 8 9 8 8 4 9 6 9
Maeika Lukas 10 1 7 3 10 5 2 8 1 1 5
?epas Rokas 2 3 10 6 1 7 8 2 9 2 3
Giedraitis Dominykas 2 8 4 1 10 7 4 6 3 1 4
Šimkus Laurynas 8 10 9 10 8 7 1 6 2 10 10
Mikalauskas Arnas 10 1 6 9 1 5 9 1 5 6 6
Vasiliauskas Dominykas 10 1 8 1 1 6 6 8 4 1 3
Bacevi?ius Nojus 1 9 5 4 2 10 10 3 1 4 4
Paulauskas Laurynas 4 2 2 1 2 8 5 6 3 3 4
Sadauskas Lukas 9 4 10 1 10 8 3 4 4 5 9
Giedraitis Arnas 1 3 6 6 6 4 10 10 10 9 5
Kazlauskas Arnas 1 1 2 7 2 2 2 1 9 10 1
Maeika Tomas 8 6 4 10 9 1 4 7 9 2 8
Grigaitis Titas 4 6 7 1 5 5 3 1 5 10 10
Grigaitis Paulius 7 9 4 1 3 5 1 7 3 5 7
ukauskas Andrius 1 6 2 1 1 9 10 5 4 1 1
Grigaitis Ignas 4 4 9 9 3 1 3 5 7 9 3
Grigaitis Adomas 8 8 5 9 2 2 8 9 2 4 9
Mikalauskas Dovydas 5 1 2 9 5 10 9 4 8 7 2
Giedraitis Jonas 1 1 1 2 7 7 7 7 9 6 7
Bacevi?ius Titas 7 2 9 2 7 10 9 7 5 10 8
Maeika Deividas 2 8 10 3 4 2 5 2 4 3 10
Kazlauskas Nojus 10 3 9 1 4 1 3 3 10 4 6
Paulauskas Dovydas 2 3 4 7 1 10 3 5 10 1 4
Pocius Vilius 2 9 1 6 1 8 6 3 7 3 2
Mikalauskas Deividas 2 5 4 7 5 2 6 10 4 2 1
?epas Titas 6 9 3 7 10 4 9 5 3 5 10
Maeika Paulius 4 5 2 1 2 1 9 5 8 8 9
Šimkus Dovydas 6 9 2 3 5 5 2 4 9 6 3
Šimkus Nojus 4 4 8 9 1 8 1 3 7 10 5
Mikalauskas Jonas 7 10 8 2 2 7 8 5 1 8 6
Valantinas Jonas 3 10 2 3 5 10 7 4 1 6 2
Mikalauskas Ignas 8 4 9 7 9 5 5 6 9 1 2
Kavaliauskas Rokas 10 10 9 3 6 9 8 10 10 6 2
Petrauskas Adomas 9 7 8 7 2 3 2 1 10 10 10
?epas Dominykas 10 5 1 10 9 2 2 6 1 9 4
Bacevi?ius Dovydas 1 3 1 1 6 9 8 4 9 8 10
Noreika Lukas 8 8 6 9 3 2 3 7 9 3 6
Pocius Ignas 7 5 10 9 7 3 9 4 2 9 5
Stankevi?ius Tomas 10 6 10 7 6 5 9 10 10 2 2
Kavaliauskas Deividas 5 3 6 8 1 9 8 6 9 1 4
Paulauskas Nojus 1 9 8 5 1 5 8 6 1 2 10
Kairys Martynas 10 3 3 3 10 8 8 6 5 3 6
Kairys Mantas 2 5 8 10 2 10 9 3 8 1 7
Valantinas Adomas 8 2 1 3 7 4 1 10 8 6 10
Grigaitis Paulius 3 7 7 2 2 10 7 7 10 7 1
Kairys Dominykas 3 10 5 9 4 2 10 8 5 6 10
Jankauskas Tomas 3 2 3 2 6 9 8 2 5 1 2
Kairys Jonas 7 9 10 3 4 2 7 4 8 3 2
?epas Nojus 10 2 8 5 1 10 3 2 7 1 2
Mikalauskas Arnas 7 8 8 2 1 9 9 10 3 8 7
Jankauskas Tomas 7 3 5 10 10 1 2 8 9 10 3
Giedraitis Deividas 6 9 5 1 4 4 9 8 7 1 4
Stankevi?ius Dovydas 2 8 3 10 1 9 7 4 4 9 4
?epas Laurynas 5 9 4 1 5 6 10 1 7 4 3
Pocius Benas 6 9 7 4 3 1 6 8 8 1 7
?epas Titas 9 7 5 10 7 9 10 6 2 10 10
?epas Paulius 10 1 1 1 9 8 3 5 2 7 7
Vasiliauskas Dominykas 2 4 9 9 7 8 3 9 5 8 4
Giedraitis Kajus 5 9 4 2 8 5 1 2 4 4 5
Stankevi?ius Martynas 10 10 10 6 7 5 2 8 4 6 1
Pocius Laurynas 2 9 5 3 9 6 1 7 7 3 3
Jankauskas Paulius 2 8 2 5 5 2 5 8 2 4 8
Maeika Lukas 7 6 5 1 5 5 7 6 2 1 8
Giedraitis Laurynas 8 2 8 5 6 6 8 10 9 1 4
Mikalauskas Vilius 10 7 5 5 8 2 1 9 7 7 5
Petrauskas Nojus 10 4 1 5 8 1 7 8 5 6 4
Grigaitis Laurynas 9 7 5 6 4 7 1 5 2 8 9
Kazlauskas Andrius 10 7 9 8 9 3 7 2 4 6 7
ukauskas Adomas 3 10 5 3 6 1 4 6 4 7 3
Noreika Laurynas 1 8 10 8 2 10 4 4 10 9 2
Valantinas Andrius 1 1 3 5 5 8 4 7 2 8 1
ukauskas Vilius 6 8 1 2 1 7 8 9 2 7 8
Pocius Dovydas 8 3 10 7 5 6 7 3 2 1 8
Grigaitis Tomas 5 6 8 10 4 10 10 3 8 7 3
Maeika Mantas 5 9 8 5 8 1 4 9 10 5 10
Stankevi?ius Rokas 2 6 4 1 7 1 9 2 6 2 3
Šimkus Adomas 3 8 7 7 9 4 4 7 6 2 1
Vasiliauskas Benas 2 8 8 1 1 6 10 9 1 3 8
Kavaliauskas Laurynas 6 7 10 5 7 2 5 5 9 4 6
Kavaliauskas Benas 2 9 7 4 10 8 4 3 4 1 10
Kavaliauskas Dovydas 3 2 6 7 5 7 6 9 2 2 4
Stankevi?ius Martynas 8 2 10 3 3 6 7 8 8 1 7
Grigaitis Dominykas 7 1 7 10 2 1 1 2 3 6 7
Bacevi?ius Andrius 2 3 4 4 5 8 6 6 6 8 5
Valantinas Martynas 1 9 6 5 10 10 9 10 10 6 8
Šimkus Kajus 1 3 7 6 7 1 6 7 9 5 1
?epas Tomas 3 1 4 4 10 9 6 5 6 5 1
Maeika Martynas 10 4 8 7 10 7 6 4 1 1 4
Kairys Andrius 6 2 4 7 5 9 9 3 7 3 8
Pocius Rokas 8 8 5 6 2 9 3 2 2 2 7
Vasiliauskas Laurynas 8 6 1 5 7 1 9 8 9 9 10
Valantinas Benas 10 8 3 2 1 10 3 6 8 1 1
Stankevi?ius Mantas 1 2 10 9 7 3 4 1 8 8 7
Grigaitis Deividas 10 8 2 8 7 5 9 7 9 10 3
?epas Arnas 2 9 5 4 10 5 7 4 10 1 10
Valantinas Titas 5 1 5 1 9 8 3 5 1 10 5
Valantinas Tomas 2 6 1 4 10 2 3 10 6 7 1
Bacevi?ius Tomas 5 10 2 4 7 9 5 1 7 1 10
Mikalauskas Titas 3 6 1 5 1 5 1 6 2 9 6
?epas Benas 4 10 3 2 6 9 2 9 9 1 2
Kazlauskas Mantas 6 8 10 3 3 7 7 1 2 7 2
Kairys Nojus 7 8 6 4 5 5 8 8 3 3 7
Pocius Laurynas 8 1 10 3 8 10 10 8 3 1 8
Vasiliauskas Titas 4 4 8 7 8 4 5 4 3 6 2
Mikalauskas Vilius 5 9 7 8 8 7 4 6 2 8 9
ukauskas Jonas 6 5 10 6 5 1 8 2 9 5 6
Sadauskas Andrius 7 8 8 9 2 5 6 4 2 8 5
Kavaliauskas Martynas 5 1 9 1 9 7 5 2 1 4 1
Maeika Titas 3 4 2 4 2 3 3 5 5 7 3
Noreika Nojus 9 4 6 3 7 2 10 6 8 8 1
Noreika Dovydas 3 2 8 2 6 5 10 3 1 5 1
Giedraitis Benas 6 5 1 7 4 9 5 8 5 3 5
Maeika Tomas 6 1 4 10 10 3 4 5 2 1 6
Valantinas Mantas 3 7 4 5 5 9 5 9 5 7 10
Valantinas Andrius 2 8 9 7 8 6 1 9 8 2 7
Stankevi?ius Vilius 1 5 9 10 7 1 4 3 7 1 8
Giedraitis Adomas 3 6 9 6 7 7 3 5 8 8 4
Šimkus Andrius 3 1 1 1 3 1 3 4 3 9 5
Maeika Andrius 9 9 10 5 9 10 5 2 9 8 3
Vasiliauskas Dovydas 7 8 2 10 4 3 7 9 8 3 3
?epas Paulius 10 1 1 4 5 3 8 3 9 4 7
Jankauskas Kajus 2 9 9 6 9 10 5 8 7 5 7
Grigaitis Jonas 10 1 2 8 7 5 3 2 10 8 7
Bacevi?ius Mantas 7 4 4 10 8 7 3 7 3 7 9
Jankauskas Rokas 6 10 8 2 3 2 3 7 5 5 1
Grigaitis Lukas 10 9 6 10 2 4 1 4 2 6 6
Šimkus Laurynas 8 3 3 1 5 8 7 6 1 8 7
Petrauskas Lukas 10 2 5 7 8 1 5 9 4 9 1
Paulauskas Dominykas 3 6 4 5 4 2 9 2 3 3 6
Valantinas Paulius 7 8 9 6 5 3 2 8 3 4 10
Petrauskas Dovydas 10 4 5 7 3 4 9 5 3 1 2
Vasiliauskas Tomas 2 10 1 4 10 8 6 10 6 1 10
Vasiliauskas Jonas 4 10 7 1 9 4 6 2 6 4 7
?epas Deividas 10 2 6 4 7 3 3 8 6 5 5
Kairys Dovydas 10 10 9 2 2 1 4 10 7 6 9
Valantinas Deividas 1 6 4 4 3 2 7 3 9 8 10
Pocius Ignas 7 7 4 1 2 7 3 7 4 6 4
Šimkus Benas 1 2 3 4 2 2 1 7 4 4 3
Kairys Andrius 8 4 6 10 4 10 8 8 2 1 6
Giedraitis Rokas 3 9 2 2 2 2 7 10 2 8 9
Noreika Martynas 2 5 9 6 3 9 7 1 5 6 8
Noreika Dominykas 2 4 1 10 1 5 10 10 3 6 1
Giedraitis Deividas 7 9 9 10 9 1 9 5 8 8 3
Kavaliauskas Kajus 5 3 10 8 9 10 9 4 1 5 3
Kavaliauskas Benas 7 3 5 6 10 3 8 2 1 8 2
Grigaitis Laurynas 10 3 3 4 8 5 2 4 10 9 6
Bacevi?ius Rokas 4 3 7 8 1 8 8 6 9 9 2
Šimkus Dovydas 3 3 3 10 1 6 7 3 1 3 9
?epas Titas 9 6 4 6 5 8 6 5 1 7 1
Mikalauskas Titas 6 7 9 9 10 1 8 6 6 3 10
Pocius Deividas 5 4 8 4 5 3 9 9 4 7 3
Giedraitis Paulius 10 7 5 9 4 4 3 10 8 10 1
Noreika Vilius 10 4 3 2 8 7 2 8 3 10 3
Šimkus Dominykas 2 10 10 7 9 3 9 7 4 1 3
Stankevi?ius Lukas 5 9 1 1 8 3 3 7 5 7 7
ukauskas Nojus 4 9 7 7 3 2 8 7 5 8 4
Stankevi?ius Vilius 5 7 5 3 3 4 1 10 9 10 3
Sadauskas Adomas 1 10 3 6 1 3 2 9 8 6 5
Jankauskas Kajus 3 6 7 2 1 6 1 7 1 9 3
Šimkus Dominykas 10 9 3 6 6 1 6 1 7 3 5
Kazlauskas Andrius 3 1 10 4 1 10 3 3 5 2 2
Kairys Dominykas 9 8 2 7 1 2 7 1 7 8 2
Grigaitis Mantas 3 8 1 1 6 6 6 1 7 4 8
?epas Adomas 7 4 8 2 6 3 6 9 5 5 3
Noreika Rokas 3 8 3 2 6 9 4 1 2 10 7
Kazlauskas Dovydas 10 7 6 10 1 9 7 4 8 7 5
Grigaitis Tomas 2 10 6 6 4 8 3 5 8 10 7
Kairys Tomas 3 8 5 1 2 9 2 5 8 8 8
Šimkus Kajus 9 3 10 10 6 7 6 5 9 3 7
Bacevi?ius Laurynas 9 5 5 1 10 9 10 6 9 8 6
Noreika Kajus 1 5 10 10 10 9 10 7 3 6 8
Stankevi?ius Ignas 5 9 10 3 5 5 4 5 4 9 10
ukauskas Jonas 3 3 10 2 10 3 5 4 4 9 5
Bacevi?ius Adomas 8 1 3 4 7 3 8 8 6 7 1
